User-ID,Favorite_Main_Genres,Favorite_Sub_Genres,Favorite_Authors,Average_Rating_Given,Number_of_Books_Rated,Highest_Rated_Genres,Reading_Diversity,Most_Frequently_Read_Genres
37512,"Children's Books|Romance|Computing, Internet & Digital Media",Money & Jobs|Multicultural & Interracial|Software,Wonder House Books|Ladybird|Eva  Winners,4.055555555555555,9,Business & Economics|Children's Books|Romance,5,"Children's Books|Romance|Computing, Internet & Digital Media"
37523,Children's Books,Humour,Jeff Kinney,4.5,1,Children's Books,1,Children's Books
37527,"Crafts, Home & Lifestyle|Children's Books",Lifestyle & Personal Style Guides|Comics & Graphic Novels,Reshmi Nair Ghosh|Shunmyo Masuno|Owen Mullen,4.5,6,"Children's Books|Crafts, Home & Lifestyle",2,"Crafts, Home & Lifestyle|Children's Books"
37536,Romance,Workplace Romance,C.L. Rose,4.5,1,Romance,1,Romance
37538,Children's Books|Exam Preparation|Literature & Fiction,Polytechnics & ITI|Humour|Money & Jobs,Wonder House Books|Arihant Experts|Vikram Sampath,3.9814814814814814,27,"Politics|Higher Education Textbooks|Crime, Thriller & Mystery",11,Children's Books|Exam Preparation|Literature & Fiction
37540,Society & Social Sciences,Anthropology,Daniel Lieberman,4.5,1,Society & Social Sciences,1,Society & Social Sciences
37546,Children's Books,Animals & Pets,Eric Carle,4.5,1,Children's Books,1,Children's Books
37556,Children's Books|Exam Preparation|Higher Education Textbooks,"Science, Nature & Technology|Social Sciences|Historical Fiction",Wonder House Books|Neil deGrasse Tyson|Mary Pope Osborne,4.107142857142857,14,"Arts, Film & Photography|Engineering|Children's Books",8,Children's Books|Exam Preparation|Higher Education Textbooks
37560,Exam Preparation|Children's Books|Comics & Mangas,Medical Entrance|Mangas|Professional Certification Exams,Dr. Vipin Kumar Sharma|Archie Superstars|IAS (Retd.) Dr. Pramod Kumar Agrawal,3.8333333333333335,6,Comics & Mangas|Exam Preparation|Children's Books,3,Exam Preparation|Children's Books|Comics & Mangas
37567,"Children's Books|Exam Preparation|Computing, Internet & Digital Media",Historical Fiction|Medical Entrance|Music,Team Pegasus|Dr. Vipin Kumar Sharma|Trinity College London,3.78125,16,"Health, Family & Personal Development|Arts, Film & Photography|Computing, Internet & Digital Media",9,"Children's Books|Exam Preparation|Computing, Internet & Digital Media"
37571,Higher Education Textbooks|Children's Books,"Business & Finance|Games, Toys & Activities",William J. O'Neil|Gareth Moore,3.75,2,Children's Books|Higher Education Textbooks,2,Higher Education Textbooks|Children's Books
37572,Higher Education Textbooks,Social Sciences,Ernesto ‘Che’ Guevara,3.5,1,Higher Education Textbooks,1,Higher Education Textbooks
37573,"Computing, Internet & Digital Media|Engineering|Children's Books",Operating Systems|Electrical & Electronic Engineering|Money & Jobs,Asghar Ghori|R P Jain (Deceased)|Elena Favilli,3.8333333333333335,3,"Children's Books|Engineering|Computing, Internet & Digital Media",3,"Computing, Internet & Digital Media|Engineering|Children's Books"
37584,"Fantasy, Horror & Science Fiction|Children's Books",Fantasy|Traditional Stories,Maple Press|Munshi Premchand|Saksham Garg,4.0,4,"Children's Books|Fantasy, Horror & Science Fiction",2,"Fantasy, Horror & Science Fiction|Children's Books"
37594,Children's Books,Money & Jobs,Cinders McLeod,3.5,1,Children's Books,1,Children's Books
37597,School Books,International School Boards,David Watson,5.0,1,School Books,1,School Books
37605,"Children's Books|Sciences, Technology & Medicine",Money & Jobs|Transportation & Automotive|Growing Up & Facts of Life,Susan Grant|Matthew Reilly|Cori Doerrfeld,4.5,3,"Children's Books|Sciences, Technology & Medicine",2,"Children's Books|Sciences, Technology & Medicine"
37623,"Children's Books|Health, Family & Personal Development|Computing, Internet & Digital Media",Personal Transformation|Network Administration|Astronomy,James Clear|R Blum|Ram Babu Sao,4.333333333333333,6,"Comics & Mangas|Health, Family & Personal Development|Computing, Internet & Digital Media",5,"Children's Books|Health, Family & Personal Development|Computing, Internet & Digital Media"
37644,"Children's Books|Arts, Film & Photography|Comics & Mangas",Theater & Ballet|Language Learning|Social Sciences,MTG Editorial Board|Professor Anil Seth|Brian Hooker,4.194444444444445,18,Science & Mathematics|Sports|Children's Books,12,"Children's Books|Arts, Film & Photography|Comics & Mangas"
37654,"Arts, Film & Photography",Cinema & Broadcast,Maharani Gayatri,3.5,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
37666,Literature & Fiction,Humour,Prince Vincent,4.5,1,Literature & Fiction,1,Literature & Fiction
37672,"Arts, Film & Photography|Medicine & Health Sciences",Theory & Criticism|Nursing,Career Launcher|MEGHA SANDEEP SHETH,4.0,2,"Arts, Film & Photography|Medicine & Health Sciences",2,"Arts, Film & Photography|Medicine & Health Sciences"
37688,Comics & Mangas,Comics,Jeff Kinney,3.5,1,Comics & Mangas,1,Comics & Mangas
37689,Religion|Romance,Islam|Sports,Maulana Qari Faheemuddin Ahmed Siddiqui|Avery Keelan,4.0,2,Romance|Religion,2,Religion|Romance
37691,Exam Preparation|Children's Books|Business & Economics,"Industries|Medical Entrance|Cars, Trains & Things That Go",Joy Bhattacharjya|MTG Editorial Board|Mo Willems,4.25,6,Business & Economics|Sports|Exam Preparation,4,Exam Preparation|Children's Books|Business & Economics
37693,"Children's Books|Health, Family & Personal Development|Crafts, Home & Lifestyle",Literature & Fiction|Self-Help|Home & House Maintenance,Carle Eric|Deepinder Goyal|Hannah Ritchie,4.0,4,"Comics & Mangas|Children's Books|Crafts, Home & Lifestyle",4,"Children's Books|Health, Family & Personal Development|Crafts, Home & Lifestyle"
37699,Children's Books,Holidays & Celebrations,Sigal Adler,4.5,1,Children's Books,1,Children's Books
37708,Literature & Fiction,Classic Fiction,Oscar Wilde,4.5,1,Literature & Fiction,1,Literature & Fiction
37710,School Books,International School Boards,Oswaal Editorial Board,3.5,1,School Books,1,School Books
37712,Children's Books|Exam Preparation|Literature & Fiction,Holidays & Celebrations|Growing Up & Facts of Life|Humour,"Wonder House Books|Jeff Kinney|Nirmal pandey Sanjeev Dixit , Dr. Ajay Kumar ",4.1911764705882355,68,Sports|History|Engineering,20,Children's Books|Exam Preparation|Literature & Fiction
37713,Comics & Mangas,Comics,Multiple Authors,4.5,1,Comics & Mangas,1,Comics & Mangas
37760,Children's Books,Literature & Fiction,Wonder House Books,4.0,1,Children's Books,1,Children's Books
37779,Children's Books,"Games, Toys & Activities",Gareth Moore,4.5,1,Children's Books,1,Children's Books
37790,Children's Books|Comics & Mangas|Religion,Geography & Cultures|Humour|Islam,Jeff Kinney|RACHEL RENEE RUSSELL|Sandeep Balakrishna,4.0625,8,Business & Economics|Children's Books|Sports,6,Children's Books|Comics & Mangas|Religion
37792,Medicine & Health Sciences,Research,Mukesh Verma,3.0,1,Medicine & Health Sciences,1,Medicine & Health Sciences
37794,Romance|Children's Books,Paranormal|Reference,Ruchi Singh|NCERT,3.75,2,Romance|Children's Books,2,Romance|Children's Books
37798,"Children's Books|Computing, Internet & Digital Media",Software|Mysteries & Curiosities|Religion,Prabath Siriwardena|J.K. Rowling|Maple Press,3.8333333333333335,3,"Children's Books|Computing, Internet & Digital Media",2,"Children's Books|Computing, Internet & Digital Media"
37800,"Arts, Film & Photography",Cinema & Broadcast,Blake Snyder,4.5,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
37808,Children's Books,Holidays & Celebrations,STILTON GERONIMO,3.5,1,Children's Books,1,Children's Books
37810,"Health, Family & Personal Development",Self-Help,Dale Carnegie,5.0,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
37817,"Computing, Internet & Digital Media|Crime, Thriller & Mystery",Programming & Software Development|Thrillers and Suspense,Berg Craig|Akshat Gupta,4.75,2,"Crime, Thriller & Mystery|Computing, Internet & Digital Media",2,"Computing, Internet & Digital Media|Crime, Thriller & Mystery"
37818,Higher Education Textbooks,Social Sciences,Dr Shefali Tsabary,4.0,1,Higher Education Textbooks,1,Higher Education Textbooks
37822,Medicine & Health Sciences|Children's Books|Business & Economics,Administration & Policy|Education & Reference|Industries,D. Kirk Hamilton|Om Books Editorial Team|Joy Bhattacharjya,3.857142857142857,7,"Fantasy, Horror & Science Fiction|Sports|Business & Economics",6,Medicine & Health Sciences|Children's Books|Business & Economics
37836,Children's Books|Engineering,Money & Jobs|Electrical & Electronic Engineering,James Buckley Jr.|V K Mehta,3.75,2,Engineering|Children's Books,2,Children's Books|Engineering
37841,"Comics & Mangas|Computing, Internet & Digital Media|Children's Books",Mangas|Operating Systems|Comics,Malini Saigal|Quick Start Guides|Hajime Isayama,4.0,4,"Children's Books|Comics & Mangas|Computing, Internet & Digital Media",3,"Comics & Mangas|Computing, Internet & Digital Media|Children's Books"
37874,"Children's Books|Romance|Computing, Internet & Digital Media",Mangas|Test Preparation & Review|Small Town Romance,Hajime Isayama|Biswas G.|Evelyn Adams,3.923076923076923,13,Sports|School Books|Romance,8,"Children's Books|Romance|Computing, Internet & Digital Media"
37881,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,4.0,1,Children's Books,1,Children's Books
37886,Society & Social Sciences,Social Welfare & Social Services,Rakesh Sharma Nishith,5.0,1,Society & Social Sciences,1,Society & Social Sciences
37905,Romance|Higher Education Textbooks,New Adult & College|Computer Science,EMILY HENRY|Brian Christian,3.75,2,Higher Education Textbooks|Romance,2,Romance|Higher Education Textbooks
37916,Literature & Fiction,"Classic Fiction|Crime, Thriller & Mystery",Sudha Murty|Arthur Conan Doyle,3.5,2,Literature & Fiction,1,Literature & Fiction
37925,"Sciences, Technology & Medicine",Astronomy,British British Library,4.0,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
37932,"Fantasy, Horror & Science Fiction",Fantasy,J.K. Rowling,3.5,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
37936,Children's Books,Growing Up & Facts of Life,Ross Welford,3.5,1,Children's Books,1,Children's Books
37948,Exam Preparation,Professional Certification Exams,scwkap,4.0,1,Exam Preparation,1,Exam Preparation
37950,Children's Books|Sports|Romance,Astronomy|Humour|Picture Books,Wonder House Books|Dreamland Publications|Team Pegasus,3.91,100,"Fantasy, Horror & Science Fiction|Computing, Internet & Digital Media|Higher Education Textbooks",25,Children's Books|Sports|Romance
37967,Sports,Juggling,Champ JKFan,4.0,1,Sports,1,Sports
37968,"Children's Books|Crafts, Home & Lifestyle|Sports","Language Learning|Family, Personal & Social Issues|Gardening & Landscape Design",Faye Berryman & Phillip O'Carroll|Liz Pichon|Ngoc Minh Ngo,4.3,5,"Sports|Children's Books|Crafts, Home & Lifestyle",3,"Children's Books|Crafts, Home & Lifestyle|Sports"
37970,"Language, Linguistics & Writing",Writing Guides,InIkao,3.5,1,"Language, Linguistics & Writing",1,"Language, Linguistics & Writing"
37974,"Children's Books|Higher Education Textbooks|Fantasy, Horror & Science Fiction",Religion|Business & Finance|Fantasy,Maple Press|Raghuram G Rajan and Rohit Lamba/रघुराम जी. राजन और रोहित लाम्बा|Rick Riordan,4.4375,8,"Children's Books|Fantasy, Horror & Science Fiction|Higher Education Textbooks",5,"Children's Books|Higher Education Textbooks|Fantasy, Horror & Science Fiction"
37975,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Fumio Sasaki,4.5,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
37979,"Higher Education Textbooks|Crafts, Home & Lifestyle",Social Sciences|Home & House Maintenance,Rudrangshu Mukherjee|Hannah Ritchie,4.25,2,"Higher Education Textbooks|Crafts, Home & Lifestyle",2,"Higher Education Textbooks|Crafts, Home & Lifestyle"
37984,Higher Education Textbooks,Social Sciences,Rudrangshu Mukherjee,3.0,1,Higher Education Textbooks,1,Higher Education Textbooks
37989,"Children's Books|Fantasy, Horror & Science Fiction|Sciences, Technology & Medicine",Literature & Fiction|Interactive & Activity Books|Fantasy,Wonder House Books|J.K. Rowling|Mary Pope Osborne,4.5,6,"Fantasy, Horror & Science Fiction|Children's Books|Sciences, Technology & Medicine",3,"Children's Books|Fantasy, Horror & Science Fiction|Sciences, Technology & Medicine"
37997,Engineering,Electrical & Electronic Engineering,Aho,3.0,1,Engineering,1,Engineering
38004,"Arts, Film & Photography",Theater & Ballet,Cooper The Pooper,3.5,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
38007,Children's Books,Growing Up & Facts of Life,Ross Welford,4.0,1,Children's Books,1,Children's Books
38011,Higher Education Textbooks,Computer Science,R. Nageswara Rao,3.5,1,Higher Education Textbooks,1,Higher Education Textbooks
38015,"Computing, Internet & Digital Media",Programming & Software Development,Narasimha Karumanchi,4.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
38018,Romance,Clean & Wholesome,Sarah Adams,4.5,1,Romance,1,Romance
38019,Exam Preparation,Polytechnics & ITI,Edugorilla Prep Experts,4.0,1,Exam Preparation,1,Exam Preparation
38020,Business & Economics,Industries,Joy Bhattacharjya,4.5,1,Business & Economics,1,Business & Economics
38021,Children's Books,Language Learning,Wonder House Books,4.5,1,Children's Books,1,Children's Books
38023,Children's Books|Sports|Exam Preparation,"Religion|Picture Books|Science, Nature & Technology",Wonder House Books|Maple Press|Om Books Editorial Team,4.076923076923077,104,"Engineering|Language, Linguistics & Writing|Medicine & Health Sciences",22,Children's Books|Sports|Exam Preparation
38026,"Computing, Internet & Digital Media",Programming & Software Development,Narasimha Karumanchi,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
38029,Children's Books,Picture Books,Om Books Editorial Team,4.0,1,Children's Books,1,Children's Books
38034,Sports|Children's Books|Medicine & Health Sciences,Sporting Events & Organisations|Education & Reference|Nursing,Wonder House Books|Peter Tyrer|Arthur Conan Doyle,3.8333333333333335,6,"Sports|Medicine & Health Sciences|Crafts, Home & Lifestyle",5,Sports|Children's Books|Medicine & Health Sciences
38050,"Comics & Mangas|Crime, Thriller & Mystery",Comics|Thrillers and Suspense,ANANT PAI|Fyodor Dostoyevsky,3.5,2,"Comics & Mangas|Crime, Thriller & Mystery",2,"Comics & Mangas|Crime, Thriller & Mystery"
38053,Children's Books,Money & Jobs,Medi Houghton,3.5,1,Children's Books,1,Children's Books
38071,Children's Books,History,Subhadra Sen Gupta,3.5,1,Children's Books,1,Children's Books
38074,"Children's Books|Crafts, Home & Lifestyle",Money & Jobs|Games & Quizzes|Picture Books,Laura Driscoll|Steve the Noob|Maple Press,4.125,4,"Crafts, Home & Lifestyle|Children's Books",2,"Children's Books|Crafts, Home & Lifestyle"
38081,Law,Tax Law,Prithiraj Mukherjee,4.0,1,Law,1,Law
38091,"Sciences, Technology & Medicine",Astronomy,Kip Thorne,5.0,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
38098,"Computing, Internet & Digital Media",Computer Science,Aho,3.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
38103,Religion,Jainism,Team Pegasus,3.5,1,Religion,1,Religion
38116,Children's Books,Education & Reference,NCERT,4.5,1,Children's Books,1,Children's Books
38123,Children's Books|Science & Mathematics,Fantasy|Environmental Studies,J.K. Rowling|Dr. M Karpagam,4.75,2,Children's Books|Science & Mathematics,2,Children's Books|Science & Mathematics
38169,Exam Preparation|Literature & Fiction,Polytechnics & ITI|Poetry,Jyotsana|Gulzar,3.5,2,Exam Preparation|Literature & Fiction,2,Exam Preparation|Literature & Fiction
38171,Romance,Multicultural & Interracial,Eva  Winners,3.5,1,Romance,1,Romance
38173,Exam Preparation,"Arts, Design and Education Exams",Dr. Renu Mishra & EBS Team,4.0,1,Exam Preparation,1,Exam Preparation
